study,task_index,task_id,row_idx,pid,mesh_n,n_steps,ratio,transient,Tf,H0,P0,Ux,Uy,dpdx,dpdy,Hdot,Pdot,Qx_re,Qy_re,P_re,dP,dQx,dQy,dP_over_Pre,dQx_over_Qxre,dQy_over_Qyre,wall_time_s
ahratio,2,196,196,7261,40,10,0.6333333333333333,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.00045882344238634687,-9.964779047475773e-08,-4.368271354002032e-08,-4.13808411991672e-08,-0.1776005636355361,-0.10968559217638871,2.109952926635742
ahratio,2,196,196,7253,40,10,0.7388888888888889,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0004185088473604992,-1.4119688076131722e-07,-5.297348856174286e-08,-3.7744906979902514e-08,-0.2516528012042757,-0.13301436636303834,2.339381456375122
ahratio,2,196,196,7262,40,10,0.8444444444444444,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.00040048511618806515,-1.913576963521648e-07,-6.047165784622751e-08,-3.611936414890882e-08,-0.3410535704427004,-0.15184197736879743,2.1821601390838623
ahratio,2,196,196,7255,40,10,0.95,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.00043456684034026694,-2.497646743074049e-07,-6.572565902954326e-08,-3.919316179011245e-08,-0.44515133473509216,-0.16503456968702562,2.354074001312256
ahratio,3,4669,4669,7266,40,10,0.0,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-6.96593330707401,1.2424449210660105e-09,2.0425144568637598e-10,-7.60070892348527e-06,0.015190696744046524,0.03745583618312162,5.1681623458862305
ahratio,3,4669,4669,7259,40,10,0.10555555555555556,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-5.695302674314007,9.007469005088315e-10,1.8117894256747786e-10,-6.214291172533627e-06,0.011012941319788723,0.03322477728289248,5.085770606994629
ahratio,3,4669,4669,7260,40,10,0.2111111111111111,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-4.456956750946119,-1.130055360636346e-10,1.1419850935619257e-10,-4.863100098030291e-06,-0.0013816570856664014,0.020941837862778676,4.962083101272583
ahratio,3,4669,4669,7261,40,10,0.31666666666666665,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-3.1666770728770643,-1.7655779579316804e-09,9.79619435298451e-12,-3.4552427685706513e-06,-0.021586759205310585,0.001796436004016414,5.04762077331543
ahratio,3,4669,4669,7255,40,10,0.6333333333333333,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,2.1089652300579473,-9.953067834583854e-09,-4.158283738769432e-10,2.3011461834042073e-06,-0.12169073460283739,-0.07625502673867994,4.839267730712891
ahratio,3,4669,4669,7262,40,10,0.5277777777777778,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-0.06406511645764112,-6.760028846101778e-09,-2.6842849584509123e-10,-6.990309566260428e-08,-0.08265118754240777,-0.04922468839066885,5.157303333282471
